會計項目,資產總計,負債總計,權益總計,營業活動之淨現金流入,營業收入合計,營業成本合計,每股盈餘,繼續營業單位稅前淨利,所得稅費用,不動產、廠房及設備合計,流動資產合計,流動負債合計,營業利益,存貨合計,利息費用,應收帳款淨額,本期淨利,流動比率,速動比率,利息保障倍數,負債比,稅後淨利率,存貨週轉率,ROA,ROE,毛利率,股票代碼,股票名稱,股票類別
2016Q1,847140.0,163367.0,683773.0,-14889.0,152465.0,131149.0,0.1,6094.0,1110.0,305829.0,434641.0,126238.0,3824.0,33661.0,3.0,0.0,4984.0,344.3,317.64,2032.33,19.28,3.27,3.36,0.59,0.73,13.98,1213,大飲,食品工業
2016Q1,9829305.0,4047200.0,5782105.0,365525.0,4255524.0,3645938.0,0.95,318598.0,57645.0,3723364.0,4187041.0,3746364.0,317308.0,1200570.0,7040.0,1339253.0,260953.0,111.76,79.72,46.26,41.17,6.13,2.83,2.74,4.76,14.32,1215,卜蜂,食品工業
2016Q1,396467101.0,235004906.0,161462195.0,14344705.0,106667516.0,70144952.0,0.76,7980132.0,1582061.0,158208518.0,137459969.0,146429565.0,6561057.0,29968141.0,617201.0,16051903.0,6398071.0,93.87,73.41,13.93,59.27,6.0,2.18,1.73,4.03,34.24,1216,統一,食品工業
2016Q1,11224322.0,5234060.0,5990262.0,-48227.0,906830.0,630021.0,-0.07,-30268.0,2058.0,3312177.0,2097435.0,1998447.0,-7030.0,614337.0,29393.0,507244.0,-32326.0,104.95,74.21,-0.03,46.63,-3.56,1.02,-0.01,-0.54,30.52,1217,愛之味,食品工業
2016Q1,8015765.0,4550582.0,3465183.0,-32071.0,1821955.0,1528612.0,0.16,55917.0,2852.0,1960476.0,3127445.0,2253016.0,-14325.0,589596.0,13986.0,537659.0,53065.0,138.81,112.64,5.0,56.77,2.91,2.21,0.84,1.54,16.1,1218,泰山,食品工業
2016Q1,7550624.0,3599713.0,3950911.0,387865.0,2633013.0,2399895.0,0.13,42371.0,15650.0,3397709.0,3757362.0,1851947.0,32432.0,1630350.0,7593.0,576340.0,26721.0,202.89,114.85,6.58,47.67,1.01,1.38,0.41,0.68,8.85,1219,福壽,食品工業
2016Q1,2953967.0,620056.0,2333911.0,90555.0,646025.0,552415.0,0.19,46124.0,7220.0,897958.0,1870662.0,407713.0,41415.0,627579.0,615.0,334072.0,38904.0,458.82,304.89,76.0,20.99,6.02,0.91,1.3,1.68,14.49,1220,台榮,食品工業
2016Q1,6458717.0,2873868.0,3584849.0,284753.0,2554434.0,2288037.0,0.43,137567.0,22938.0,2206166.0,3824297.0,1250179.0,141773.0,1063080.0,8868.0,802781.0,114629.0,305.9,220.87,16.51,44.5,4.49,1.95,1.86,3.25,10.43,1225,福懋油,食品工業
2016Q1,20082649.0,5805963.0,14276686.0,919748.0,7422008.0,5046769.0,1.11,1108779.0,229889.0,4407070.0,14313458.0,5235186.0,1074864.0,3685458.0,9546.0,4401623.0,878890.0,273.41,203.01,117.15,28.91,11.84,1.38,4.37,6.33,32.0,1227,佳格,食品工業
2016Q1,25046661.0,4308554.0,20738107.0,363743.0,1310566.0,1031034.0,0.38,347009.0,7701.0,1444734.0,2475426.0,3034077.0,147088.0,881568.0,9312.0,600997.0,339308.0,81.59,52.53,38.26,17.2,25.89,1.08,1.41,1.66,21.33,1229,聯華,食品工業
2016Q1,6463766.0,3527425.0,2936341.0,-122728.0,1691729.0,1307441.0,0.84,150965.0,25064.0,2789312.0,3082328.0,1827227.0,125521.0,1175552.0,7994.0,1215008.0,125901.0,168.69,104.35,19.88,54.57,7.44,1.05,2.05,4.38,22.72,1231,聯華食,食品工業
2016Q1,4911430.0,1028650.0,3882780.0,229577.0,3927503.0,3542734.0,1.09,212942.0,36200.0,565062.0,4305558.0,960458.0,232356.0,1756905.0,929.0,612397.0,176742.0,448.28,265.36,230.22,20.94,4.5,1.94,3.63,4.66,9.8,1232,大統益,食品工業
2016Q1,1931579.0,454530.0,1477049.0,59050.0,558307.0,238868.0,0.55,61113.0,10480.0,986911.0,729827.0,331562.0,58433.0,269507.0,271.0,212368.0,50633.0,220.12,138.83,226.51,23.53,9.07,0.85,2.6,3.46,57.22,1233,天仁,食品工業
2016Q1,21776139.0,4283153.0,17492986.0,-345400.0,1754858.0,1349040.0,0.22,102156.0,14079.0,5614796.0,7250506.0,1932125.0,-76525.0,2502062.0,1572.0,451410.0,88077.0,375.26,245.76,65.98,19.67,5.02,0.55,0.41,0.5,23.13,1234,黑松,食品工業
2016Q1,3122409.0,1355132.0,1767277.0,40009.0,19119.0,12075.0,1.42,84522.0,1105.0,186808.0,2311944.0,1020624.0,2839.0,58639.0,5700.0,25139.0,83417.0,226.52,220.78,15.83,43.4,436.3,0.2,3.03,5.21,36.84,1235,興泰,食品工業
2016Q1,3266760.0,1339555.0,1927205.0,-99247.0,604459.0,449951.0,0.3,39893.0,7386.0,1828376.0,815067.0,600278.0,32036.0,212545.0,2190.0,315907.0,32507.0,135.78,100.37,19.22,41.01,5.38,1.68,1.03,1.68,25.56,1236,宏亞,食品工業
2016Q1,1759758.0,848552.0,911206.0,39815.0,535660.0,385454.0,1.44,63776.0,24523.0,460745.0,1115909.0,711334.0,58197.0,196861.0,2365.0,160683.0,39253.0,156.88,129.2,27.97,48.22,7.33,2.0,2.39,4.39,28.04,1256,鮮活果汁-KY,食品工業
2016Q1,438206464.0,142955400.0,295251064.0,5063847.0,42782369.0,37333517.0,0.9,6653161.0,940337.0,79487610.0,162989106.0,67417279.0,2879464.0,16883520.0,325184.0,7118972.0,5712824.0,241.76,216.72,21.46,32.62,13.35,2.22,1.39,1.96,12.74,1301,台塑,塑膠工業
2016Q1,521728877.0,177856290.0,343872587.0,7251162.0,65469083.0,57842627.0,0.68,6342169.0,1051603.0,135668815.0,205296703.0,73734695.0,3448397.0,39403990.0,402585.0,32631525.0,5290566.0,278.43,224.99,16.75,34.09,8.08,1.48,1.09,1.55,11.65,1303,南亞,塑膠工業
2016Q1,57552866.0,25995562.0,31557304.0,1107468.0,12738367.0,11192145.0,0.27,569252.0,118574.0,22491545.0,29671282.0,13809571.0,672401.0,6564161.0,59821.0,5984028.0,446718.0,214.86,167.33,10.52,45.17,3.51,1.65,0.86,1.43,12.14,1304,台聚,塑膠工業
2016Q1,12603559.0,5634756.0,6968803.0,344957.0,3765844.0,3199544.0,0.38,230351.0,34547.0,5020833.0,6684619.0,2866720.0,285050.0,1562397.0,6878.0,1340084.0,191844.0,233.18,178.68,34.49,44.71,5.09,1.88,1.58,2.79,15.04,1305,華夏,塑膠工業
2016Q1,14353119.0,5635569.0,8717550.0,267492.0,3071065.0,2168969.0,0.99,462383.0,79069.0,5888898.0,8159999.0,3579959.0,470037.0,1395564.0,8159.0,1355342.0,383314.0,227.94,188.95,57.67,39.26,12.48,1.44,2.74,4.46,29.37,1307,三芳,塑膠工業
2016Q1,10410489.0,1542315.0,8868174.0,-45544.0,1333909.0,1170026.0,0.19,115717.0,19703.0,3645936.0,2500585.0,789651.0,112905.0,644733.0,563.0,368456.0,96014.0,316.67,235.02,206.54,14.82,7.2,1.63,0.94,1.09,12.29,1308,亞聚,塑膠工業
2016Q1,9197860.0,5785411.0,3412449.0,228676.0,3689655.0,3432124.0,0.15,69537.0,19762.0,2475914.0,5652766.0,3967396.0,90507.0,1363770.0,13680.0,1608148.0,49775.0,142.48,108.11,6.08,62.9,1.35,2.65,0.65,1.47,6.98,1309,台達化,塑膠工業
2016Q1,12031647.0,5055402.0,6976245.0,474206.0,3517882.0,2882946.0,0.78,502071.0,106121.0,4657103.0,5036147.0,3343212.0,532943.0,594746.0,15744.0,924116.0,395950.0,150.64,132.85,32.89,42.02,11.26,4.17,3.41,5.84,18.05,1310,台苯,塑膠工業
2016Q1,23287996.0,3901727.0,19386269.0,133648.0,4570011.0,3772222.0,0.64,664093.0,63575.0,8339084.0,6657996.0,2648312.0,486452.0,1637682.0,1274.0,2024899.0,600518.0,251.41,189.57,522.27,16.75,13.14,2.29,2.59,3.13,17.46,1312,國喬,塑膠工業
2016Q1,36647324.0,18734878.0,17912446.0,527615.0,9067638.0,8552423.0,0.03,33243.0,1065.0,12457514.0,17102025.0,9304313.0,102545.0,5080491.0,72001.0,2037832.0,32178.0,183.81,129.2,1.46,51.12,0.35,1.9,0.28,0.18,5.68,1313,聯成,塑膠工業
2016Q1,75590958.0,23143383.0,52447575.0,-651729.0,5310386.0,5766122.0,-0.31,-711546.0,10403.0,15997273.0,15587280.0,5444129.0,-758027.0,1883596.0,51227.0,1689918.0,-721949.0,286.31,251.71,-12.89,30.62,-13.6,3.03,-0.89,-1.37,-8.58,1314,中石化,塑膠工業
2016Q1,9331878.0,2157438.0,7174440.0,75430.0,710957.0,568373.0,0.16,34680.0,4122.0,1776741.0,4187709.0,1178312.0,32787.0,635960.0,2417.0,241212.0,30558.0,355.4,301.43,15.35,23.12,4.3,0.85,0.36,0.43,20.06,1315,達新,塑膠工業
2016Q1,3490720.0,1653358.0,1837362.0,-83122.0,123423.0,95655.0,-0.22,-30860.0,1028.0,253078.0,2769731.0,1057266.0,-30128.0,1912691.0,3916.0,92661.0,-31888.0,261.97,81.06,-6.88,47.36,-25.84,0.05,-0.79,-1.72,22.5,1316,上曜,建材營造業
2016Q1,35376407.0,15724017.0,19652390.0,1215618.0,5961500.0,4410580.0,1.04,776026.0,140359.0,18179906.0,9913205.0,8722430.0,757802.0,2622772.0,32785.0,4255120.0,635667.0,113.65,83.58,24.67,44.45,10.66,1.68,1.85,3.28,26.02,1319,東陽,汽車工業
2016Q1,10722565.0,5762026.0,4960539.0,-310583.0,1002255.0,936292.0,0.02,3533.0,0,4397317.0,1366640.0,1299207.0,-19404.0,535577.0,4812.0,372176.0,3533.0,105.19,63.97,1.73,53.74,0.35,1.67,0.08,0.07,6.58,1321,大洋,塑膠工業
2016Q1,3677278.0,1669355.0,2007923.0,-98587.0,732152.0,529481.0,0.68,103401.0,29216.0,1489656.0,2076093.0,621549.0,102822.0,431224.0,4240.0,552896.0,74185.0,334.02,264.64,25.39,45.4,10.13,1.24,2.09,3.75,27.68,1323,永裕,塑膠工業
2016Q1,1311411.0,306659.0,1004752.0,22595.0,284076.0,220552.0,0.23,21465.0,4061.0,351816.0,892652.0,244559.0,13044.0,183861.0,8.0,163784.0,17404.0,365.0,289.82,2684.12,23.38,6.13,1.21,1.33,1.75,22.36,1324,地球,塑膠工業
2016Q1,2112105.0,131165.0,1980940.0,63763.0,259931.0,191328.0,0.35,42213.0,7182.0,876340.0,1162689.0,65203.0,50790.0,128636.0,4.0,135184.0,35031.0,1783.18,1585.9,10554.25,6.21,13.48,1.42,1.66,1.78,26.39,1325,恆大,塑膠工業
2016Q1,522117835.0,176719246.0,345398589.0,9758303.0,75799504.0,65209128.0,1.16,9097692.0,1278555.0,141333608.0,216400997.0,76651235.0,6997823.0,37608939.0,503211.0,17110447.0,7819137.0,282.32,233.25,19.08,33.85,10.32,1.68,1.59,2.3,13.97,1326,台化,塑膠工業
2016Q1,11124415.0,768251.0,10356164.0,421715.0,1234329.0,941890.0,0.44,161961.0,48253.0,6012032.0,3679166.0,697540.0,166058.0,309626.0,1456.0,1345356.0,113708.0,527.45,483.06,112.24,6.91,9.21,2.95,1.02,1.1,23.69,1337,再生-KY,塑膠工業
2016Q1,8952296.0,2236839.0,6715457.0,235004.0,1881133.0,1346351.0,2.25,234494.0,54493.0,2622669.0,5408968.0,1785826.0,246441.0,724338.0,6692.0,2038808.0,180001.0,302.88,262.32,36.04,24.99,9.57,1.84,2.02,2.7,28.43,1338,廣華-KY,汽車工業
2016Q1,5379608.0,2168709.0,3210899.0,98583.0,581580.0,414198.0,0.71,60248.0,9171.0,2906936.0,1508198.0,892991.0,96416.0,291336.0,7272.0,472836.0,51077.0,168.89,136.27,9.28,40.31,8.78,1.38,1.07,1.6,28.78,1339,昭輝,汽車工業
2016Q1,6360354.0,568330.0,5792024.0,213196.0,666825.0,446205.0,1.51,205753.0,32552.0,235444.0,5596178.0,561133.0,196831.0,43032.0,672.0,1005731.0,173201.0,997.3,989.63,307.18,8.94,25.97,12.29,2.73,3.03,33.09,1340,勝悅-KY,塑膠工業
2016Q1,520525278.0,260157762.0,260367516.0,11327322.0,51595906.0,38866684.0,0.17,3564557.0,997695.0,148734511.0,109090980.0,100527804.0,3823232.0,23602007.0,623388.0,0.0,2566862.0,108.52,85.04,6.72,49.98,4.97,1.61,0.58,0.99,24.67,1402,遠東新,紡織纖維
2016Q1,127169963.0,94218646.0,32951317.0,772158.0,0,0,0.09,266310.0,0,0.0,86231468.0,0.0,0,4302480.0,180020.0,0.0,193888.0,0,0,2.48,74.09,0,0.0,0.29,0.59,0,1409,新纖,紡織纖維
2016Q1,1564782.0,290924.0,1273858.0,54408.0,149850.0,90584.0,0.4,38601.0,6686.0,296198.0,745693.0,110462.0,38440.0,25220.0,31.0,95504.0,31915.0,675.07,652.24,1246.19,18.59,21.3,3.43,2.07,2.54,39.55,1410,南染,紡織纖維
2016Q1,2318182.0,1480256.0,837926.0,-51028.0,465683.0,456391.0,-0.03,-3319.0,0,1220618.0,811759.0,696132.0,-1248.0,523739.0,4197.0,36021.0,-3319.0,116.61,41.37,0.21,63.85,-0.71,0.89,0.04,-0.4,2.0,1413,宏洲,紡織纖維
2016Q1,4743124.0,1670622.0,3072502.0,9762.0,197066.0,185597.0,-0.02,-5838.0,-1604.0,1741946.0,814968.0,873784.0,-5300.0,585648.0,2594.0,44366.0,-4234.0,93.27,26.24,-1.25,35.22,-2.15,0.34,-0.05,-0.14,5.82,1414,東和,紡織纖維
2016Q1,11069982.0,5657859.0,5412123.0,365785.0,2021470.0,1436891.0,1.46,280613.0,-104425.0,3838532.0,4286809.0,3254129.0,313834.0,2824093.0,7072.0,253164.0,385038.0,131.73,44.95,40.68,51.11,19.05,0.43,3.43,7.35,28.92,1416,廣豐,其他業
2016Q1,5710265.0,1507246.0,4203019.0,-155635.0,893036.0,753788.0,-0.32,-121101.0,372.0,1059488.0,3163526.0,1332187.0,-125261.0,1466895.0,1858.0,304479.0,-121473.0,237.47,127.36,-64.18,26.4,-13.6,0.51,-2.08,-2.88,15.59,1417,嘉裕,紡織纖維
2016Q1,1869125.0,1389404.0,479721.0,-4290.0,499280.0,473951.0,-0.21,-25099.0,998.0,1285049.0,517083.0,1040300.0,-21080.0,353753.0,4920.0,25960.0,-26097.0,49.71,15.7,-4.1,74.33,-5.23,1.41,-1.14,-5.29,5.07,1418,東華,紡織纖維
2016Q1,11322650.0,4136574.0,7186076.0,91873.0,304243.0,226521.0,-0.04,-16707.0,-682.0,489123.0,1981815.0,3278167.0,1559.0,338511.0,7690.0,112842.0,-16025.0,60.45,50.13,-1.17,36.53,-5.27,0.68,-0.08,-0.22,25.55,1419,新紡,紡織纖維
2016Q1,2800994.0,219429.0,2581565.0,-4491.0,162036.0,148420.0,0.03,2755.0,-2132.0,367919.0,1385431.0,17723.0,3928.0,695819.0,8.0,40761.0,4887.0,7817.14,3891.06,345.38,7.83,3.02,0.21,0.17,0.19,8.4,1423,利華,紡織纖維
2016Q1,6843350.0,4032183.0,2811167.0,-111589.0,136443.0,47035.0,0.59,89289.0,0,4837720.0,1185091.0,2215517.0,-80653.0,391806.0,4824.0,19026.0,89289.0,53.49,35.81,19.51,58.92,65.44,0.12,1.43,3.16,65.53,1432,大魯閣,貿易百貨業
2016Q1,85332682.0,23715039.0,61617643.0,912464.0,10429595.0,8743301.0,0.38,950123.0,219969.0,17060717.0,23134390.0,10121401.0,982751.0,7847523.0,0,4115451.0,730154.0,228.57,151.04,0,27.79,7.0,1.12,0.88,1.24,16.17,1434,福懋,紡織纖維
2016Q1,1108349.0,172870.0,935479.0,-82.0,5513.0,655.0,-0.05,-6163.0,0,570429.0,394357.0,4869.0,-3680.0,57921.0,13.0,408.0,-6163.0,8099.34,6909.76,-473.08,15.6,-111.79,0.01,-0.55,-0.66,88.12,1435,中福,其他業
2016Q1,6679236.0,4462204.0,2217032.0,-71255.0,75959.0,54672.0,-0.32,-19485.0,2833.0,24293.0,6302848.0,4195784.0,289.0,5756920.0,19738.0,32168.0,-22318.0,150.22,13.01,0.01,66.81,-29.38,0.01,0.0,-1.0,28.02,1436,華友聯,建材營造業
2016Q1,9179782.0,4499143.0,4680639.0,-4095.0,166401.0,39761.0,0.31,75125.0,13451.0,139893.0,1466284.0,552695.0,91326.0,58684.0,19275.0,28319.0,61674.0,265.3,254.68,4.9,49.01,37.06,0.69,0.84,1.32,76.11,1437,勤益控,其他業
2016Q1,618568.0,70671.0,547897.0,-6118.0,49.0,70.0,-0.01,-1422.0,0,34945.0,582483.0,1871.0,-2243.0,206594.0,0,0.0,-1422.0,31132.18,20090.27,0,11.42,-2902.04,0.0,-0.23,-0.26,-42.86,1438,三地開發,建材營造業
2016Q1,2139405.0,158346.0,1981059.0,-19763.0,105613.0,101447.0,-0.04,-3761.0,-435.0,83671.0,1373466.0,8831.0,-3400.0,24123.0,25.0,17645.0,-3326.0,15552.78,15279.62,-149.44,7.4,-3.15,3.72,-0.15,-0.17,3.94,1439,雋揚,紡織纖維
2016Q1,40541500.0,14364089.0,26177411.0,-768975.0,4202145.0,3731429.0,0.02,26506.0,15430.0,17837899.0,7958623.0,7746009.0,-15663.0,4498455.0,20456.0,1149538.0,11076.0,102.74,44.67,2.3,35.43,0.26,0.83,0.05,0.04,11.2,1440,南紡,紡織纖維
2016Q1,2928289.0,2177233.0,751056.0,38783.0,424735.0,408873.0,-0.29,-26237.0,0,1381888.0,946669.0,813866.0,-30353.0,437739.0,10717.0,189901.0,-26237.0,116.32,62.53,-1.45,74.35,-6.18,0.89,-0.53,-3.41,3.73,1441,大東,紡織纖維
2016Q1,14531095.0,9558450.0,4972645.0,-307233.0,191135.0,142310.0,0.03,13791.0,5579.0,26177.0,13951997.0,4037145.0,10136.0,13412020.0,1577.0,810.0,8212.0,345.59,13.38,9.75,65.78,4.3,0.01,0.06,0.17,25.54,1442,名軒,建材營造業
2016Q1,4652257.0,3771049.0,881208.0,-54818.0,266860.0,282632.0,-0.79,-131077.0,0,2720882.0,1673252.0,2674853.0,-46650.0,747158.0,21666.0,148836.0,-131077.0,62.55,34.62,-5.05,81.06,-49.12,0.38,-2.33,-14.06,-5.91,1443,立益物流,其他業
2016Q1,18775780.0,6663758.0,12112022.0,-64598.0,2407514.0,2189927.0,0,1993.0,8387.0,6419207.0,7469717.0,6154171.0,91255.0,1757418.0,12440.0,769804.0,-6394.0,121.38,92.82,1.16,35.49,-0.27,1.27,-0.25,-0.05,9.04,1444,力麗,紡織纖維
2016Q1,2341029.0,388812.0,1952217.0,22639.0,394594.0,342546.0,0.1,16507.0,3203.0,921146.0,1216637.0,178388.0,19794.0,584484.0,0,200030.0,13304.0,682.02,354.37,0,16.61,3.37,0.59,0.57,0.68,13.19,1445,大宇,紡織纖維
2016Q1,3811949.0,2028604.0,1783345.0,-33702.0,224242.0,178935.0,0.02,4911.0,2169.0,274188.0,3110993.0,1802194.0,3592.0,2702823.0,747.0,106980.0,2742.0,172.62,22.65,7.57,53.22,1.22,0.07,0.08,0.15,20.2,1446,宏和,紡織纖維
2016Q1,21607271.0,11090031.0,10517240.0,631336.0,3195263.0,3162281.0,-0.22,-233036.0,-42317.0,6069658.0,11046310.0,9043574.0,-118322.0,2827085.0,18267.0,1672753.0,-190719.0,122.15,90.88,-11.76,51.33,-5.97,1.07,-0.81,-1.8,1.03,1447,力鵬,紡織纖維
2016Q1,5177273.0,4183429.0,993844.0,-101469.0,647448.0,651961.0,-0.82,-114458.0,-3610.0,130214.0,2143705.0,1892681.0,-98094.0,806193.0,26028.0,308091.0,-110848.0,113.26,70.67,-3.4,80.8,-17.12,0.8,-1.63,-10.54,-0.7,1449,佳和,紡織纖維
2016Q1,13692628.0,3430161.0,10262467.0,527562.0,3071091.0,2616524.0,0.58,282131.0,48614.0,2836128.0,7801698.0,1852919.0,262462.0,3333966.0,4477.0,1882289.0,233517.0,421.05,241.12,64.02,25.05,7.6,0.8,1.74,2.3,14.8,1451,年興,紡織纖維
2016Q1,2740252.0,244426.0,2495826.0,-112304.0,499511.0,418217.0,0.29,57164.0,18719.0,663199.0,1614447.0,189198.0,54424.0,245282.0,7.0,235859.0,38445.0,853.31,723.67,8167.29,8.92,7.7,1.66,1.41,1.55,16.27,1452,宏益,紡織纖維
2016Q1,1153034.0,140445.0,1012589.0,-14626.0,10635.0,12228.0,0.06,5763.0,306.0,314851.0,720406.0,85535.0,-8720.0,528639.0,201.0,5867.0,5457.0,842.24,224.2,29.67,12.18,51.31,0.02,0.49,0.54,-14.98,1453,大將,建材營造業
2016Q1,2239715.0,539037.0,1700678.0,-44432.0,416455.0,372670.0,0.06,10440.0,2464.0,929471.0,1218694.0,430105.0,12301.0,578042.0,453.0,183240.0,7976.0,283.35,148.95,24.05,24.07,1.92,0.67,0.38,0.47,10.51,1454,台富,紡織纖維
2016Q1,11614848.0,4123951.0,7490897.0,-13405.0,2991825.0,2860348.0,0.03,19780.0,4352.0,6342061.0,4473921.0,3156254.0,19826.0,1883312.0,6838.0,1418973.0,15428.0,141.75,82.08,3.89,35.51,0.52,1.49,0.18,0.21,4.39,1455,集盛,紡織纖維
2016Q1,4568841.0,3506543.0,1062298.0,-74477.0,109237.0,93919.0,-0.28,-26343.0,0,126950.0,2540501.0,1652961.0,-10530.0,2288380.0,15011.0,2.0,-26343.0,153.69,15.25,-0.75,76.75,-24.12,0.04,-0.25,-2.44,14.02,1456,怡華,建材營造業
2016Q1,11942241.0,5502419.0,6439822.0,19954.0,1186632.0,1094707.0,0.13,43621.0,3088.0,6168076.0,2585759.0,2279500.0,25438.0,976224.0,22017.0,545385.0,40533.0,113.44,70.61,2.98,46.08,3.42,1.12,0.51,0.63,7.75,1457,宜進,紡織纖維
2016Q1,7106073.0,3539579.0,3566494.0,-19947.0,769048.0,717449.0,-0.07,-18828.0,1992.0,3046410.0,3018047.0,2219337.0,11482.0,401221.0,12934.0,213734.0,-20820.0,135.99,117.91,-0.46,49.81,-2.71,2.02,-0.09,-0.58,6.71,1459,聯發,紡織纖維
2016Q1,9679751.0,4764475.0,4915276.0,41039.0,2126259.0,1647721.0,0.27,131676.0,14251.0,3495531.0,5770563.0,3509007.0,169276.0,3574566.0,13907.0,1198418.0,117425.0,164.45,62.58,10.47,49.22,5.52,0.46,1.34,2.41,22.51,1460,宏遠,紡織纖維
2016Q1,3726383.0,1657621.0,2068762.0,-26572.0,129079.0,101080.0,0.2,31772.0,-80.0,394822.0,2618333.0,1557229.0,6961.0,1178344.0,0,66936.0,31852.0,168.14,92.47,0,44.48,24.68,0.09,0.87,1.55,21.69,1463,強盛,紡織纖維
2016Q1,9246010.0,4768731.0,4477279.0,46527.0,1853720.0,1515309.0,0.4,46082.0,-62488.0,2743711.0,5184048.0,4408509.0,58223.0,2019046.0,11330.0,1058179.0,108570.0,117.59,71.79,5.07,51.58,5.86,0.74,1.47,2.48,18.26,1464,得力,紡織纖維
2016Q1,2788557.0,380738.0,2407819.0,-52227.0,439188.0,355992.0,0.15,26287.0,975.0,636852.0,2011657.0,335232.0,31791.0,612673.0,754.0,189881.0,25312.0,600.08,417.32,35.86,13.65,5.76,0.58,0.93,1.05,18.94,1465,偉全,紡織纖維
2016Q1,3595637.0,1788216.0,1807421.0,103223.0,867981.0,845596.0,-0.42,-50236.0,-3679.0,1881234.0,1552245.0,864867.0,-37797.0,741616.0,5661.0,322964.0,-46557.0,179.48,93.73,-7.87,49.73,-5.36,1.12,-1.15,-2.54,2.58,1466,聚隆,紡織纖維
2016Q1,6845795.0,4175129.0,2670666.0,360906.0,1671550.0,1363773.0,0.03,-17161.0,11362.0,2094191.0,4041875.0,2682518.0,28581.0,1524876.0,26719.0,730547.0,-28523.0,150.67,93.83,0.36,60.99,-1.71,0.91,0.23,-1.05,18.41,1467,南緯,紡織纖維
2016Q1,2460808.0,1286091.0,1174717.0,19968.0,151961.0,112654.0,-0.01,-1256.0,0,956250.0,1269478.0,735721.0,8941.0,800630.0,6379.0,59373.0,-1256.0,172.55,63.73,0.8,52.26,-0.83,0.14,0.21,-0.11,25.87,1468,昶和,紡織纖維
